#ies_format_version: 1.0
#file: 20250724_4000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 4.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	register1;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
YYYYMMDD;	hhmmss;	unixtimestamp;	register1
20250724;	120736;	1753339056.000;	       err32
20250724;	120740;	1753339060.000;	       err32
20250724;	120744;	1753339064.000;	       err32
20250724;	120748;	1753339068.000;	       err32
20250724;	120752;	1753339072.000;	       err32
20250724;	120756;	1753339076.000;	       err32
20250724;	120800;	1753339080.000;	       err32
20250724;	120804;	1753339084.000;	       err32
20250724;	120808;	1753339088.000;	       err32
20250724;	120812;	1753339092.000;	       err32
20250724;	120816;	1753339096.000;	       err32
20250724;	120820;	1753339100.000;	       err32
20250724;	120824;	1753339104.000;	       err32
20250724;	120828;	1753339108.000;	       err32
20250724;	120832;	1753339112.000;	       err32
20250724;	120836;	1753339116.000;	       err32
20250724;	120840;	1753339120.000;	       err32
20250724;	120844;	1753339124.000;	       err32
20250724;	120848;	1753339128.000;	       err32
20250724;	120852;	1753339132.000;	       err32
20250724;	120856;	1753339136.000;	       err32
20250724;	120900;	1753339140.000;	       err32
20250724;	120904;	1753339144.000;	       err32
20250724;	120908;	1753339148.000;	       err32
20250724;	120912;	1753339152.000;	       err32
20250724;	120916;	1753339156.000;	       err32
20250724;	120920;	1753339160.000;	       err32
20250724;	120924;	1753339164.000;	       err32
20250724;	120928;	1753339168.000;	       err32
20250724;	120932;	1753339172.000;	       err32
20250724;	120936;	1753339176.000;	       err32
20250724;	120940;	1753339180.000;	       err32
20250724;	120944;	1753339184.000;	       err32
20250724;	120948;	1753339188.000;	       err32
20250724;	120952;	1753339192.000;	       err32
20250724;	120956;	1753339196.000;	       err32
20250724;	121000;	1753339200.000;	       err32
20250724;	121004;	1753339204.000;	       err32
20250724;	121008;	1753339208.000;	       err32
20250724;	121012;	1753339212.000;	       err32
20250724;	121016;	1753339216.000;	       err32
20250724;	121020;	1753339220.000;	       err32
20250724;	121024;	1753339224.000;	       err32
20250724;	121028;	1753339228.000;	       err32
20250724;	121032;	1753339232.000;	       err32
20250724;	121036;	1753339236.000;	       err32
20250724;	121040;	1753339240.000;	       err32
20250724;	121044;	1753339244.000;	       err32
20250724;	121048;	1753339248.000;	       err32
20250724;	121052;	1753339252.000;	       err32
20250724;	121056;	1753339256.000;	       err32
20250724;	121100;	1753339260.000;	       err32
20250724;	121104;	1753339264.000;	       err32
20250724;	121108;	1753339268.000;	       err32
20250724;	121112;	1753339272.000;	       err32
20250724;	121116;	1753339276.000;	       err32
20250724;	121120;	1753339280.000;	       err32
20250724;	121124;	1753339284.000;	       err32
20250724;	121128;	1753339288.000;	       err32
20250724;	121132;	1753339292.000;	       err32
20250724;	121136;	1753339296.000;	       err32
20250724;	121140;	1753339300.000;	       err32
20250724;	121144;	1753339304.000;	       err32
20250724;	121148;	1753339308.000;	       err32
20250724;	121152;	1753339312.000;	       err32
20250724;	121156;	1753339316.000;	       err32
20250724;	121200;	1753339320.000;	       err32
20250724;	121204;	1753339324.000;	       err32
20250724;	121208;	1753339328.000;	       err32
20250724;	121212;	1753339332.000;	       err32
20250724;	121216;	1753339336.000;	       err32
20250724;	121220;	1753339340.000;	       err32
20250724;	121224;	1753339344.000;	       err32
20250724;	121228;	1753339348.000;	       err32
20250724;	121232;	1753339352.000;	       err32
20250724;	121236;	1753339356.000;	       err32
20250724;	121240;	1753339360.000;	       err32
20250724;	121244;	1753339364.000;	       err32
20250724;	121248;	1753339368.000;	       err32
20250724;	121252;	1753339372.000;	       err32
20250724;	121256;	1753339376.000;	       err32
20250724;	121300;	1753339380.000;	       err32
20250724;	121304;	1753339384.000;	       err32
20250724;	121308;	1753339388.000;	       err32
20250724;	121312;	1753339392.000;	       err32
20250724;	121316;	1753339396.000;	       err32
20250724;	121320;	1753339400.000;	       err32
20250724;	121324;	1753339404.000;	       err32
20250724;	121328;	1753339408.000;	       err32
20250724;	121332;	1753339412.000;	       err32
20250724;	121336;	1753339416.000;	       err32
20250724;	121340;	1753339420.000;	       err32
20250724;	121344;	1753339424.000;	        err9
20250724;	121348;	1753339428.000;	       err17
20250724;	121352;	1753339432.000;	       err17
20250724;	121356;	1753339436.000;	       err17
20250724;	121400;	1753339440.000;	       err17
20250724;	121404;	1753339444.000;	       err17
20250724;	121408;	1753339448.000;	       err17
20250724;	121412;	1753339452.000;	       err17
20250724;	121416;	1753339456.000;	       err17
20250724;	121420;	1753339460.000;	       err17
20250724;	121424;	1753339464.000;	       err17
20250724;	121428;	1753339468.000;	       err17
20250724;	121432;	1753339472.000;	       err17
20250724;	121436;	1753339476.000;	       err17
20250724;	121440;	1753339480.000;	       err17
20250724;	121444;	1753339484.000;	        err9
20250724;	121448;	1753339488.000;	       err17
20250724;	121452;	1753339492.000;	       err17
20250724;	121456;	1753339496.000;	       err17
20250724;	121500;	1753339500.000;	       err17
20250724;	121504;	1753339504.000;	       err17
20250724;	121508;	1753339508.000;	       err17
20250724;	121512;	1753339512.000;	       err17
20250724;	121516;	1753339516.000;	       err17
20250724;	121520;	1753339520.000;	       err17
20250724;	121524;	1753339524.000;	       err17
20250724;	121528;	1753339528.000;	       err17
20250724;	121532;	1753339532.000;	       err17
20250724;	121536;	1753339536.000;	       err17
20250724;	121540;	1753339540.000;	       err17
20250724;	121544;	1753339544.000;	        err7
20250724;	121548;	1753339548.000;	        err7
20250724;	121552;	1753339552.000;	        err7
20250724;	121556;	1753339556.000;	        err7
20250724;	121600;	1753339560.000;	        err9
20250724;	121604;	1753339564.000;	        err9
20250724;	121608;	1753339568.000;	        err9
20250724;	121612;	1753339572.000;	        err9
20250724;	121616;	1753339576.000;	        err9
20250724;	121620;	1753339580.000;	        err9
20250724;	121624;	1753339584.000;	        err9
20250724;	121628;	1753339588.000;	        err9
20250724;	121632;	1753339592.000;	        err9
20250724;	121636;	1753339596.000;	        err9
20250724;	121640;	1753339600.000;	        err9
20250724;	121644;	1753339604.000;	        err9
20250724;	121648;	1753339608.000;	        err9
20250724;	121652;	1753339612.000;	        err9
20250724;	121656;	1753339616.000;	        err9
20250724;	121700;	1753339620.000;	        err9
20250724;	121704;	1753339624.000;	        err9
20250724;	121708;	1753339628.000;	        err9
20250724;	121712;	1753339632.000;	        err9
20250724;	121716;	1753339636.000;	        err9
20250724;	121720;	1753339640.000;	        err9
20250724;	121724;	1753339644.000;	        err9
20250724;	121728;	1753339648.000;	        err9
20250724;	121732;	1753339652.000;	        err9
20250724;	121736;	1753339656.000;	        err9
20250724;	121740;	1753339660.000;	        err9
20250724;	121744;	1753339664.000;	        err9
20250724;	121748;	1753339668.000;	        err9
20250724;	121752;	1753339672.000;	        err9
20250724;	121756;	1753339676.000;	       err32
20250724;	121800;	1753339680.000;	       err32
20250724;	121804;	1753339684.000;	        err9
20250724;	121808;	1753339688.000;	       err17
20250724;	121812;	1753339692.000;	       err17
20250724;	121816;	1753339696.000;	       err17
20250724;	121820;	1753339700.000;	       err17
20250724;	121824;	1753339704.000;	       err17
20250724;	121828;	1753339708.000;	       err17
20250724;	121832;	1753339712.000;	       err17
20250724;	121836;	1753339716.000;	       err17
20250724;	121840;	1753339720.000;	       err17
20250724;	121844;	1753339724.000;	       err17
20250724;	121848;	1753339728.000;	       err32
20250724;	121852;	1753339732.000;	       err32
20250724;	121856;	1753339736.000;	           0
20250724;	121900;	1753339740.000;	         102
20250724;	121904;	1753339744.000;	         102
20250724;	121908;	1753339748.000;	         103
20250724;	121912;	1753339752.000;	         104
20250724;	121916;	1753339756.000;	         105
20250724;	121920;	1753339760.000;	         106
20250724;	121924;	1753339764.000;	        err9
20250724;	121928;	1753339768.000;	       err17
20250724;	121932;	1753339772.000;	       err17
20250724;	121936;	1753339776.000;	       err17
20250724;	121940;	1753339780.000;	       err17
20250724;	121944;	1753339784.000;	       err17
20250724;	121948;	1753339788.000;	       err17
20250724;	121952;	1753339792.000;	       err17
20250724;	121956;	1753339796.000;	       err17
20250724;	122000;	1753339800.000;	       err17
20250724;	122004;	1753339804.000;	       err17
20250724;	122008;	1753339808.000;	       err17
20250724;	122012;	1753339812.000;	       err17
20250724;	122016;	1753339816.000;	       err17
20250724;	122020;	1753339820.000;	       err17
20250724;	122024;	1753339824.000;	        err9
20250724;	122028;	1753339828.000;	       err17
20250724;	122032;	1753339832.000;	       err17
20250724;	122036;	1753339836.000;	       err17
20250724;	122040;	1753339840.000;	       err17
20250724;	122044;	1753339844.000;	       err17
20250724;	122048;	1753339848.000;	       err17
20250724;	122052;	1753339852.000;	       err17
20250724;	122056;	1753339856.000;	       err17
20250724;	122100;	1753339860.000;	       err17
20250724;	122104;	1753339864.000;	       err17
20250724;	122108;	1753339868.000;	       err17
20250724;	122112;	1753339872.000;	       err17
20250724;	122116;	1753339876.000;	       err17
20250724;	122120;	1753339880.000;	       err17
20250724;	122124;	1753339884.000;	        err9
20250724;	122128;	1753339888.000;	       err17
20250724;	122132;	1753339892.000;	       err17
20250724;	122136;	1753339896.000;	       err17
20250724;	122140;	1753339900.000;	       err17
20250724;	122144;	1753339904.000;	       err17
20250724;	122148;	1753339908.000;	       err17
20250724;	122152;	1753339912.000;	       err17
20250724;	122156;	1753339916.000;	       err17
20250724;	122200;	1753339920.000;	       err17
20250724;	122204;	1753339924.000;	       err17
20250724;	122208;	1753339928.000;	       err17
20250724;	122212;	1753339932.000;	       err17
20250724;	122216;	1753339936.000;	       err17
20250724;	122220;	1753339940.000;	       err17
20250724;	122224;	1753339944.000;	        err9
20250724;	122228;	1753339948.000;	       err17
20250724;	122232;	1753339952.000;	       err17
20250724;	122236;	1753339956.000;	       err17
20250724;	122240;	1753339960.000;	       err17
20250724;	122244;	1753339964.000;	       err17
20250724;	122248;	1753339968.000;	       err17
20250724;	122252;	1753339972.000;	       err17
20250724;	122256;	1753339976.000;	       err17
20250724;	122300;	1753339980.000;	       err32
20250724;	122304;	1753339984.000;	       err32
20250724;	122308;	1753339988.000;	       err32
20250724;	122312;	1753339992.000;	       err32
20250724;	122316;	1753339996.000;	       err32
20250724;	122320;	1753340000.000;	       err32
20250724;	122324;	1753340004.000;	       err32
20250724;	122328;	1753340008.000;	       err32
20250724;	122332;	1753340012.000;	       err32
20250724;	122336;	1753340016.000;	       err32
20250724;	122340;	1753340020.000;	       err32
20250724;	122344;	1753340024.000;	       err32
20250724;	122348;	1753340028.000;	       err32
20250724;	122352;	1753340032.000;	       err32
20250724;	122356;	1753340036.000;	       err32
20250724;	122400;	1753340040.000;	       err32
20250724;	122404;	1753340044.000;	       err32
20250724;	122408;	1753340048.000;	       err32
20250724;	122412;	1753340052.000;	       err32
20250724;	122416;	1753340056.000;	       err32
20250724;	122420;	1753340060.000;	       err32
20250724;	122424;	1753340064.000;	       err32
20250724;	122428;	1753340068.000;	       err32
20250724;	122432;	1753340072.000;	       err32
20250724;	122436;	1753340076.000;	       err32
20250724;	122440;	1753340080.000;	       err32
20250724;	122444;	1753340084.000;	       err32
20250724;	122448;	1753340088.000;	       err32
20250724;	122452;	1753340092.000;	       err32
20250724;	122456;	1753340096.000;	       err32
20250724;	122500;	1753340100.000;	       err32
20250724;	122504;	1753340104.000;	       err32
20250724;	122508;	1753340108.000;	       err32
20250724;	122512;	1753340112.000;	       err32
20250724;	122516;	1753340116.000;	       err32
20250724;	122520;	1753340120.000;	       err32
20250724;	122524;	1753340124.000;	       err32
20250724;	122528;	1753340128.000;	       err32
20250724;	122532;	1753340132.000;	       err32
20250724;	122536;	1753340136.000;	       err32
20250724;	122540;	1753340140.000;	       err32
20250724;	122544;	1753340144.000;	       err32
20250724;	122548;	1753340148.000;	       err32
20250724;	122552;	1753340152.000;	       err32
20250724;	122556;	1753340156.000;	       err32
20250724;	122600;	1753340160.000;	       err32
20250724;	122604;	1753340164.000;	       err32
20250724;	122608;	1753340168.000;	       err32
20250724;	122612;	1753340172.000;	        err7
20250724;	122616;	1753340176.000;	           0
20250724;	122620;	1753340180.000;	         102
20250724;	122624;	1753340184.000;	         103
20250724;	122628;	1753340188.000;	         104
20250724;	122632;	1753340192.000;	         105
20250724;	122636;	1753340196.000;	        err9
20250724;	122640;	1753340200.000;	       err17
20250724;	122644;	1753340204.000;	       err17
20250724;	122648;	1753340208.000;	       err17
20250724;	122652;	1753340212.000;	       err17
20250724;	122656;	1753340216.000;	       err17
20250724;	122700;	1753340220.000;	       err17
20250724;	122704;	1753340224.000;	       err17
20250724;	122708;	1753340228.000;	       err17
20250724;	122712;	1753340232.000;	       err17
20250724;	122716;	1753340236.000;	       err17
20250724;	122720;	1753340240.000;	       err17
20250724;	122724;	1753340244.000;	       err17
20250724;	122728;	1753340248.000;	       err17
20250724;	122732;	1753340252.000;	       err17
20250724;	122736;	1753340256.000;	        err9
20250724;	122740;	1753340260.000;	       err17
20250724;	122744;	1753340264.000;	       err17
20250724;	122748;	1753340268.000;	       err17
20250724;	122752;	1753340272.000;	       err17
20250724;	122756;	1753340276.000;	       err17
20250724;	122800;	1753340280.000;	       err17
20250724;	122804;	1753340284.000;	       err17
20250724;	122808;	1753340288.000;	       err17
20250724;	122812;	1753340292.000;	       err17
20250724;	122816;	1753340296.000;	       err17
20250724;	122820;	1753340300.000;	       err17
20250724;	122824;	1753340304.000;	       err17
20250724;	122828;	1753340308.000;	       err17
20250724;	122832;	1753340312.000;	       err17
20250724;	122836;	1753340316.000;	        err9
20250724;	122840;	1753340320.000;	       err17
20250724;	122844;	1753340324.000;	       err17
20250724;	122848;	1753340328.000;	       err17
20250724;	122852;	1753340332.000;	       err17
20250724;	122856;	1753340336.000;	       err17
20250724;	122900;	1753340340.000;	       err17
20250724;	122904;	1753340344.000;	       err17
20250724;	122908;	1753340348.000;	       err17
20250724;	122912;	1753340352.000;	       err17
20250724;	122916;	1753340356.000;	       err17
20250724;	122920;	1753340360.000;	       err17
20250724;	122924;	1753340364.000;	       err17
20250724;	122928;	1753340368.000;	       err17
20250724;	122932;	1753340372.000;	       err17
20250724;	122936;	1753340376.000;	        err9
20250724;	122940;	1753340380.000;	       err17
20250724;	122944;	1753340384.000;	       err17
20250724;	122948;	1753340388.000;	       err32
20250724;	122952;	1753340392.000;	       err32
20250724;	122956;	1753340396.000;	       err32
20250724;	123000;	1753340400.000;	       err32
20250724;	123004;	1753340404.000;	       err32
20250724;	123008;	1753340408.000;	       err32
20250724;	123012;	1753340412.000;	       err32
20250724;	123016;	1753340416.000;	       err32
20250724;	123020;	1753340420.000;	       err32
20250724;	123024;	1753340424.000;	       err32
20250724;	123028;	1753340428.000;	       err32
20250724;	123032;	1753340432.000;	       err32
20250724;	123036;	1753340436.000;	       err32
20250724;	123040;	1753340440.000;	       err32
20250724;	123044;	1753340444.000;	       err32
20250724;	123048;	1753340448.000;	       err32
20250724;	123052;	1753340452.000;	       err32
20250724;	123056;	1753340456.000;	       err32
20250724;	123100;	1753340460.000;	       err32
20250724;	123104;	1753340464.000;	       err32
20250724;	123108;	1753340468.000;	       err32
20250724;	123112;	1753340472.000;	       err32
20250724;	123116;	1753340476.000;	       err32
20250724;	123120;	1753340480.000;	       err32
20250724;	123124;	1753340484.000;	       err32
20250724;	123128;	1753340488.000;	       err32
20250724;	123132;	1753340492.000;	       err32
20250724;	123136;	1753340496.000;	       err32
20250724;	123140;	1753340500.000;	       err32
20250724;	123144;	1753340504.000;	       err32
20250724;	123148;	1753340508.000;	       err32
20250724;	123152;	1753340512.000;	       err32
20250724;	123156;	1753340516.000;	       err32
20250724;	123200;	1753340520.000;	       err32
20250724;	123204;	1753340524.000;	       err32
20250724;	123208;	1753340528.000;	       err32
20250724;	123212;	1753340532.000;	       err32
20250724;	123216;	1753340536.000;	       err32
20250724;	123220;	1753340540.000;	       err32
20250724;	123224;	1753340544.000;	       err32
20250724;	123228;	1753340548.000;	       err32
20250724;	123232;	1753340552.000;	       err32
20250724;	123236;	1753340556.000;	       err32
20250724;	123240;	1753340560.000;	       err32
20250724;	123244;	1753340564.000;	       err32
20250724;	123248;	1753340568.000;	       err32
20250724;	123252;	1753340572.000;	       err32
20250724;	123256;	1753340576.000;	       err32
20250724;	123300;	1753340580.000;	       err32
20250724;	123304;	1753340584.000;	       err32
20250724;	123308;	1753340588.000;	       err32
20250724;	123312;	1753340592.000;	       err32
20250724;	123316;	1753340596.000;	       err32
20250724;	123320;	1753340600.000;	       err32
20250724;	123324;	1753340604.000;	       err32
20250724;	123328;	1753340608.000;	       err32
20250724;	123332;	1753340612.000;	       err32
20250724;	123336;	1753340616.000;	       err32
20250724;	123340;	1753340620.000;	       err32
20250724;	123344;	1753340624.000;	       err32
20250724;	123348;	1753340628.000;	       err32
20250724;	123352;	1753340632.000;	       err32
20250724;	123356;	1753340636.000;	       err32
20250724;	123400;	1753340640.000;	       err32
20250724;	123404;	1753340644.000;	       err32
20250724;	123408;	1753340648.000;	       err32
20250724;	123412;	1753340652.000;	       err32
20250724;	123416;	1753340656.000;	       err32
20250724;	123420;	1753340660.000;	       err32
20250724;	123424;	1753340664.000;	       err32
20250724;	123428;	1753340668.000;	       err32
20250724;	123432;	1753340672.000;	       err32
20250724;	123436;	1753340676.000;	       err32
20250724;	123440;	1753340680.000;	       err32
20250724;	123444;	1753340684.000;	       err32
20250724;	123448;	1753340688.000;	       err32
20250724;	123452;	1753340692.000;	       err32
20250724;	123456;	1753340696.000;	       err32
20250724;	123500;	1753340700.000;	       err32
20250724;	123504;	1753340704.000;	       err32
20250724;	123508;	1753340708.000;	       err32
20250724;	123512;	1753340712.000;	       err32
20250724;	123516;	1753340716.000;	       err32
20250724;	123520;	1753340720.000;	       err32
20250724;	123524;	1753340724.000;	       err32
20250724;	123528;	1753340728.000;	       err32
20250724;	123532;	1753340732.000;	       err32
20250724;	123536;	1753340736.000;	       err32
20250724;	123540;	1753340740.000;	       err32
20250724;	123544;	1753340744.000;	       err32
20250724;	123548;	1753340748.000;	       err32
20250724;	123552;	1753340752.000;	       err32
20250724;	123556;	1753340756.000;	       err32
20250724;	123600;	1753340760.000;	       err32
20250724;	123604;	1753340764.000;	       err32
20250724;	123608;	1753340768.000;	       err32
20250724;	123612;	1753340772.000;	       err32
20250724;	123616;	1753340776.000;	       err32
20250724;	123620;	1753340780.000;	       err32
20250724;	123624;	1753340784.000;	       err32
20250724;	123628;	1753340788.000;	       err32
20250724;	123632;	1753340792.000;	       err32
20250724;	123636;	1753340796.000;	       err32
20250724;	123640;	1753340800.000;	       err32
20250724;	123644;	1753340804.000;	       err32
20250724;	123648;	1753340808.000;	       err32
20250724;	123652;	1753340812.000;	       err32
20250724;	123656;	1753340816.000;	       err32
20250724;	123700;	1753340820.000;	       err32
20250724;	123704;	1753340824.000;	       err32
20250724;	123708;	1753340828.000;	       err32
20250724;	123712;	1753340832.000;	       err32
20250724;	123716;	1753340836.000;	       err32
20250724;	123720;	1753340840.000;	       err32
20250724;	123724;	1753340844.000;	       err32
20250724;	123728;	1753340848.000;	       err32
20250724;	123732;	1753340852.000;	       err32
20250724;	123736;	1753340856.000;	       err32
20250724;	123740;	1753340860.000;	       err32
20250724;	123744;	1753340864.000;	       err32
20250724;	123748;	1753340868.000;	       err32
20250724;	123752;	1753340872.000;	       err32
20250724;	123756;	1753340876.000;	       err32
20250724;	123800;	1753340880.000;	       err32
20250724;	123804;	1753340884.000;	       err32
20250724;	123808;	1753340888.000;	       err32
20250724;	123812;	1753340892.000;	       err32
20250724;	123816;	1753340896.000;	       err32
20250724;	123820;	1753340900.000;	       err32
20250724;	123824;	1753340904.000;	       err32
20250724;	123828;	1753340908.000;	       err32
20250724;	123832;	1753340912.000;	       err32
20250724;	123836;	1753340916.000;	       err32
20250724;	123840;	1753340920.000;	       err32
20250724;	123844;	1753340924.000;	       err32
20250724;	123848;	1753340928.000;	       err32
20250724;	123852;	1753340932.000;	       err32
20250724;	123856;	1753340936.000;	       err32
20250724;	123900;	1753340940.000;	       err32
20250724;	123904;	1753340944.000;	       err32
20250724;	123908;	1753340948.000;	       err32
20250724;	123912;	1753340952.000;	        err9
20250724;	123916;	1753340956.000;	       err17
20250724;	123920;	1753340960.000;	       err17
20250724;	123924;	1753340964.000;	       err17
20250724;	123928;	1753340968.000;	       err17
20250724;	123932;	1753340972.000;	       err17
20250724;	123936;	1753340976.000;	       err17
20250724;	123940;	1753340980.000;	       err17
20250724;	123944;	1753340984.000;	       err17
20250724;	123948;	1753340988.000;	       err17
20250724;	123952;	1753340992.000;	       err17
20250724;	123956;	1753340996.000;	       err17
20250724;	124000;	1753341000.000;	       err17
20250724;	124004;	1753341004.000;	       err17
20250724;	124008;	1753341008.000;	       err17
20250724;	124012;	1753341012.000;	       err32
20250724;	124016;	1753341016.000;	       err32
20250724;	124020;	1753341020.000;	           0
20250724;	124024;	1753341024.000;	         102
20250724;	124028;	1753341028.000;	         103
20250724;	124032;	1753341032.000;	         104
20250724;	124036;	1753341036.000;	         104
20250724;	124040;	1753341040.000;	         105
20250724;	124044;	1753341044.000;	         106
20250724;	124048;	1753341048.000;	         107
20250724;	124052;	1753341052.000;	         108
20250724;	124056;	1753341056.000;	         108
20250724;	124100;	1753341060.000;	         109
20250724;	124104;	1753341064.000;	         110
20250724;	124108;	1753341068.000;	         111
20250724;	124112;	1753341072.000;	         112
20250724;	124116;	1753341076.000;	         112
20250724;	124120;	1753341080.000;	         113
20250724;	124124;	1753341084.000;	         114
20250724;	124128;	1753341088.000;	         115
20250724;	124132;	1753341092.000;	         116
20250724;	124136;	1753341096.000;	         116
20250724;	124140;	1753341100.000;	         117
20250724;	124144;	1753341104.000;	         118
20250724;	124148;	1753341108.000;	         119
20250724;	124152;	1753341112.000;	         120
20250724;	124156;	1753341116.000;	         120
20250724;	124200;	1753341120.000;	         121
20250724;	124204;	1753341124.000;	         122
20250724;	124208;	1753341128.000;	         123
20250724;	124212;	1753341132.000;	         124
20250724;	124216;	1753341136.000;	         124
20250724;	124220;	1753341140.000;	       err32
20250724;	124224;	1753341144.000;	       err32
20250724;	124228;	1753341148.000;	       err32
20250724;	124232;	1753341152.000;	       err32
20250724;	124236;	1753341156.000;	       err32
20250724;	124240;	1753341160.000;	       err32
20250724;	124244;	1753341164.000;	       err32
20250724;	124248;	1753341168.000;	       err32
20250724;	124252;	1753341172.000;	       err32
20250724;	124256;	1753341176.000;	       err32
20250724;	124300;	1753341180.000;	       err32
20250724;	124304;	1753341184.000;	       err32
20250724;	124308;	1753341188.000;	       err32
20250724;	124312;	1753341192.000;	         125
20250724;	124316;	1753341196.000;	         102
20250724;	124320;	1753341200.000;	        err9
20250724;	124324;	1753341204.000;	       err17
20250724;	124328;	1753341208.000;	       err17
20250724;	124332;	1753341212.000;	       err17
20250724;	124336;	1753341216.000;	       err17
20250724;	124340;	1753341220.000;	       err17
20250724;	124344;	1753341224.000;	       err17
20250724;	124348;	1753341228.000;	       err17
20250724;	124352;	1753341232.000;	       err17
20250724;	124356;	1753341236.000;	       err17
20250724;	124400;	1753341240.000;	       err17
20250724;	124404;	1753341244.000;	       err17
20250724;	124408;	1753341248.000;	       err17
20250724;	124412;	1753341252.000;	       err17
20250724;	124416;	1753341256.000;	       err17
20250724;	124420;	1753341260.000;	        err9
20250724;	124424;	1753341264.000;	       err17
20250724;	124428;	1753341268.000;	       err17
20250724;	124432;	1753341272.000;	       err32
20250724;	124436;	1753341276.000;	       err32
20250724;	124440;	1753341280.000;	       err32
20250724;	124444;	1753341284.000;	       err32
20250724;	124448;	1753341288.000;	       err32
20250724;	124452;	1753341292.000;	           0
20250724;	124456;	1753341296.000;	         102
20250724;	124500;	1753341300.000;	         103
20250724;	124504;	1753341304.000;	         104
20250724;	124508;	1753341308.000;	         104
20250724;	124512;	1753341312.000;	         105
20250724;	124516;	1753341316.000;	         106
20250724;	124520;	1753341320.000;	         107
20250724;	124524;	1753341324.000;	         108
20250724;	124528;	1753341328.000;	         108
20250724;	124532;	1753341332.000;	         109
20250724;	124536;	1753341336.000;	        err9
20250724;	124540;	1753341340.000;	        err9
20250724;	124544;	1753341344.000;	        err9
20250724;	124548;	1753341348.000;	        err9
20250724;	124552;	1753341352.000;	        err9
20250724;	124556;	1753341356.000;	        err9
20250724;	124600;	1753341360.000;	        err9
20250724;	124604;	1753341364.000;	        err9
20250724;	124608;	1753341368.000;	        err9
20250724;	124612;	1753341372.000;	        err9
20250724;	124616;	1753341376.000;	        err9
20250724;	124620;	1753341380.000;	        err9
20250724;	124624;	1753341384.000;	        err9
20250724;	124628;	1753341388.000;	        err9
20250724;	124632;	1753341392.000;	        err9
20250724;	124636;	1753341396.000;	        err9
20250724;	124640;	1753341400.000;	       err32
20250724;	124644;	1753341404.000;	       err32
20250724;	124648;	1753341408.000;	       err32
20250724;	124652;	1753341412.000;	       err32
20250724;	124656;	1753341416.000;	       err32
20250724;	124700;	1753341420.000;	       err32
20250724;	124704;	1753341424.000;	       err32
20250724;	124708;	1753341428.000;	           0
20250724;	124712;	1753341432.000;	         102
20250724;	124716;	1753341436.000;	         103
20250724;	124720;	1753341440.000;	         104
20250724;	124724;	1753341444.000;	        err9
20250724;	124728;	1753341448.000;	       err17
20250724;	124732;	1753341452.000;	       err17
20250724;	124736;	1753341456.000;	       err17
20250724;	124740;	1753341460.000;	       err17
20250724;	124744;	1753341464.000;	       err17
20250724;	124748;	1753341468.000;	       err17
20250724;	124752;	1753341472.000;	       err17
20250724;	124756;	1753341476.000;	       err17
20250724;	124800;	1753341480.000;	       err17
20250724;	124804;	1753341484.000;	       err17
20250724;	124808;	1753341488.000;	       err17
20250724;	124812;	1753341492.000;	       err17
20250724;	124816;	1753341496.000;	       err17
20250724;	124820;	1753341500.000;	       err17
20250724;	124824;	1753341504.000;	        err9
20250724;	124828;	1753341508.000;	       err17
20250724;	124832;	1753341512.000;	       err17
20250724;	124836;	1753341516.000;	       err17
20250724;	124840;	1753341520.000;	       err17
20250724;	124844;	1753341524.000;	       err17
20250724;	124848;	1753341528.000;	       err17
20250724;	124852;	1753341532.000;	       err32
20250724;	124856;	1753341536.000;	       err32
20250724;	124900;	1753341540.000;	       err32
20250724;	124904;	1753341544.000;	       err32
20250724;	124908;	1753341548.000;	       err32
20250724;	124912;	1753341552.000;	       err32
20250724;	124916;	1753341556.000;	       err32
20250724;	124920;	1753341560.000;	        err9
20250724;	124924;	1753341564.000;	       err17
20250724;	124928;	1753341568.000;	       err17
20250724;	124932;	1753341572.000;	       err17
20250724;	124936;	1753341576.000;	       err17
20250724;	124940;	1753341580.000;	       err17
20250724;	124944;	1753341584.000;	       err17
20250724;	124948;	1753341588.000;	       err17
20250724;	124952;	1753341592.000;	       err32
20250724;	124956;	1753341596.000;	       err32
20250724;	125000;	1753341600.000;	       err32
20250724;	125004;	1753341604.000;	       err32
20250724;	125008;	1753341608.000;	       err32
20250724;	125012;	1753341612.000;	       err32
20250724;	125016;	1753341616.000;	       err32
20250724;	125020;	1753341620.000;	       err32
20250724;	125024;	1753341624.000;	       err32
20250724;	125028;	1753341628.000;	       err32
20250724;	125032;	1753341632.000;	       err32
20250724;	125036;	1753341636.000;	       err32
20250724;	125040;	1753341640.000;	       err32
20250724;	125044;	1753341644.000;	       err32
20250724;	125048;	1753341648.000;	       err32
20250724;	125052;	1753341652.000;	       err32
20250724;	125056;	1753341656.000;	       err32
20250724;	125100;	1753341660.000;	       err32
20250724;	125104;	1753341664.000;	       err32
20250724;	125108;	1753341668.000;	       err32
