#ies_format_version: 1.0
#file: 20250724_4000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 4.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	register1;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
YYYYMMDD;	hhmmss;	unixtimestamp;	register1
20250724;	105136;	1753334496.000;	         134
20250724;	105140;	1753334500.000;	         135
20250724;	105144;	1753334504.000;	         136
20250724;	105148;	1753334508.000;	         136
20250724;	105152;	1753334512.000;	         137
20250724;	105156;	1753334516.000;	         138
20250724;	105200;	1753334520.000;	         139
20250724;	105204;	1753334524.000;	         140
20250724;	105208;	1753334528.000;	         140
20250724;	105212;	1753334532.000;	         141
20250724;	105216;	1753334536.000;	         142
20250724;	105220;	1753334540.000;	         143
20250724;	105224;	1753334544.000;	         144
20250724;	105228;	1753334548.000;	         144
20250724;	105232;	1753334552.000;	         145
20250724;	105236;	1753334556.000;	         146
20250724;	105240;	1753334560.000;	         147
20250724;	105244;	1753334564.000;	         148
20250724;	105248;	1753334568.000;	         148
20250724;	105252;	1753334572.000;	         149
20250724;	105256;	1753334576.000;	         150
20250724;	105300;	1753334580.000;	         151
20250724;	105304;	1753334584.000;	         152
20250724;	105308;	1753334588.000;	         152
20250724;	105312;	1753334592.000;	         153
20250724;	105316;	1753334596.000;	         154
20250724;	105320;	1753334600.000;	         155
20250724;	105324;	1753334604.000;	         156
20250724;	105328;	1753334608.000;	         156
20250724;	105332;	1753334612.000;	         157
20250724;	105336;	1753334616.000;	         158
20250724;	105340;	1753334620.000;	         159
20250724;	105344;	1753334624.000;	         160
20250724;	105348;	1753334628.000;	         160
20250724;	105352;	1753334632.000;	         161
20250724;	105356;	1753334636.000;	         162
20250724;	105400;	1753334640.000;	         163
20250724;	105404;	1753334644.000;	         164
20250724;	105408;	1753334648.000;	         164
20250724;	105412;	1753334652.000;	         165
20250724;	105416;	1753334656.000;	         166
20250724;	105420;	1753334660.000;	         167
20250724;	105424;	1753334664.000;	         168
20250724;	105428;	1753334668.000;	         168
20250724;	105432;	1753334672.000;	         169
20250724;	105436;	1753334676.000;	         170
20250724;	105440;	1753334680.000;	         171
20250724;	105444;	1753334684.000;	         172
20250724;	105448;	1753334688.000;	         172
20250724;	105452;	1753334692.000;	         173
20250724;	105456;	1753334696.000;	         174
20250724;	105500;	1753334700.000;	         175
20250724;	105504;	1753334704.000;	         176
20250724;	105508;	1753334708.000;	         176
20250724;	105512;	1753334712.000;	         177
20250724;	105516;	1753334716.000;	         178
20250724;	105520;	1753334720.000;	         179
20250724;	105524;	1753334724.000;	         180
20250724;	105528;	1753334728.000;	         180
20250724;	105532;	1753334732.000;	         181
20250724;	105536;	1753334736.000;	         182
20250724;	105540;	1753334740.000;	         183
20250724;	105544;	1753334744.000;	         184
20250724;	105548;	1753334748.000;	         184
20250724;	105552;	1753334752.000;	         185
20250724;	105556;	1753334756.000;	         186
20250724;	105600;	1753334760.000;	         187
20250724;	105604;	1753334764.000;	         188
20250724;	105608;	1753334768.000;	         188
20250724;	105612;	1753334772.000;	         189
20250724;	105616;	1753334776.000;	         190
20250724;	105620;	1753334780.000;	         191
20250724;	105624;	1753334784.000;	         192
20250724;	105628;	1753334788.000;	         192
20250724;	105632;	1753334792.000;	         193
20250724;	105636;	1753334796.000;	         194
20250724;	105640;	1753334800.000;	         195
20250724;	105644;	1753334804.000;	         196
20250724;	105648;	1753334808.000;	         196
20250724;	105652;	1753334812.000;	         197
20250724;	105656;	1753334816.000;	         198
20250724;	105700;	1753334820.000;	         199
20250724;	105704;	1753334824.000;	         200
20250724;	105708;	1753334828.000;	         200
20250724;	105712;	1753334832.000;	         201
20250724;	105716;	1753334836.000;	         202
20250724;	105720;	1753334840.000;	         203
20250724;	105724;	1753334844.000;	         204
20250724;	105728;	1753334848.000;	         204
20250724;	105732;	1753334852.000;	         205
20250724;	105736;	1753334856.000;	         206
20250724;	105740;	1753334860.000;	         207
20250724;	105744;	1753334864.000;	         208
20250724;	105748;	1753334868.000;	         208
20250724;	105752;	1753334872.000;	         209
20250724;	105756;	1753334876.000;	         210
20250724;	105800;	1753334880.000;	         211
20250724;	105804;	1753334884.000;	         212
20250724;	105808;	1753334888.000;	         212
20250724;	105812;	1753334892.000;	         213
20250724;	105816;	1753334896.000;	         214
20250724;	105820;	1753334900.000;	         215
20250724;	105824;	1753334904.000;	         216
20250724;	105828;	1753334908.000;	         216
20250724;	105832;	1753334912.000;	         217
20250724;	105836;	1753334916.000;	         218
20250724;	105840;	1753334920.000;	         219
20250724;	105844;	1753334924.000;	         220
20250724;	105848;	1753334928.000;	         220
20250724;	105852;	1753334932.000;	         221
20250724;	105856;	1753334936.000;	         222
20250724;	105900;	1753334940.000;	         223
20250724;	105904;	1753334944.000;	         224
20250724;	105908;	1753334948.000;	         224
20250724;	105912;	1753334952.000;	         225
20250724;	105916;	1753334956.000;	         226
20250724;	105920;	1753334960.000;	         227
20250724;	105924;	1753334964.000;	         228
20250724;	105928;	1753334968.000;	         228
20250724;	105932;	1753334972.000;	         229
20250724;	105936;	1753334976.000;	         230
20250724;	105940;	1753334980.000;	         231
20250724;	105944;	1753334984.000;	         232
20250724;	105948;	1753334988.000;	         232
20250724;	105952;	1753334992.000;	         233
20250724;	105956;	1753334996.000;	         234
20250724;	110000;	1753335000.000;	         235
20250724;	110004;	1753335004.000;	         236
20250724;	110008;	1753335008.000;	         236
20250724;	110012;	1753335012.000;	         237
20250724;	110016;	1753335016.000;	         238
20250724;	110020;	1753335020.000;	         239
20250724;	110024;	1753335024.000;	         240
20250724;	110028;	1753335028.000;	         240
20250724;	110032;	1753335032.000;	         241
20250724;	110036;	1753335036.000;	         242
20250724;	110040;	1753335040.000;	         243
20250724;	110044;	1753335044.000;	         244
20250724;	110048;	1753335048.000;	         244
20250724;	110052;	1753335052.000;	         245
20250724;	110056;	1753335056.000;	         246
20250724;	110100;	1753335060.000;	         247
20250724;	110104;	1753335064.000;	         248
20250724;	110108;	1753335068.000;	         248
20250724;	110112;	1753335072.000;	         249
20250724;	110116;	1753335076.000;	         250
20250724;	110120;	1753335080.000;	         251
20250724;	110124;	1753335084.000;	         252
20250724;	110128;	1753335088.000;	         252
20250724;	110132;	1753335092.000;	         253
20250724;	110136;	1753335096.000;	         254
20250724;	110140;	1753335100.000;	         255
20250724;	110144;	1753335104.000;	         256
20250724;	110148;	1753335108.000;	         256
20250724;	110152;	1753335112.000;	         257
20250724;	110156;	1753335116.000;	         258
20250724;	110200;	1753335120.000;	         259
20250724;	110204;	1753335124.000;	         260
20250724;	110208;	1753335128.000;	         260
20250724;	110212;	1753335132.000;	         261
20250724;	110216;	1753335136.000;	         262
20250724;	110220;	1753335140.000;	         263
20250724;	110224;	1753335144.000;	         264
20250724;	110228;	1753335148.000;	         264
20250724;	110232;	1753335152.000;	         265
20250724;	110236;	1753335156.000;	         266
20250724;	110240;	1753335160.000;	         267
20250724;	110244;	1753335164.000;	         268
20250724;	110248;	1753335168.000;	         268
20250724;	110252;	1753335172.000;	         269
20250724;	110256;	1753335176.000;	         270
20250724;	110300;	1753335180.000;	         271
20250724;	110304;	1753335184.000;	         272
20250724;	110308;	1753335188.000;	         272
20250724;	110312;	1753335192.000;	         273
20250724;	110316;	1753335196.000;	         274
20250724;	110320;	1753335200.000;	         275
20250724;	110324;	1753335204.000;	         276
20250724;	110328;	1753335208.000;	         276
20250724;	110332;	1753335212.000;	         277
20250724;	110336;	1753335216.000;	         278
20250724;	110340;	1753335220.000;	         279
20250724;	110344;	1753335224.000;	         280
20250724;	110348;	1753335228.000;	         280
20250724;	110352;	1753335232.000;	         281
20250724;	110356;	1753335236.000;	         282
20250724;	110400;	1753335240.000;	         283
20250724;	110404;	1753335244.000;	         284
20250724;	110408;	1753335248.000;	         284
20250724;	110412;	1753335252.000;	         285
20250724;	110416;	1753335256.000;	         286
20250724;	110420;	1753335260.000;	         287
20250724;	110424;	1753335264.000;	         288
20250724;	110428;	1753335268.000;	         288
20250724;	110432;	1753335272.000;	         289
20250724;	110436;	1753335276.000;	         290
20250724;	110440;	1753335280.000;	         291
20250724;	110444;	1753335284.000;	         292
20250724;	110448;	1753335288.000;	         292
20250724;	110452;	1753335292.000;	         293
20250724;	110456;	1753335296.000;	         294
20250724;	110500;	1753335300.000;	         295
20250724;	110504;	1753335304.000;	         296
20250724;	110508;	1753335308.000;	         296
20250724;	110512;	1753335312.000;	         297
20250724;	110516;	1753335316.000;	         298
20250724;	110520;	1753335320.000;	         299
20250724;	110524;	1753335324.000;	         300
20250724;	110528;	1753335328.000;	         300
20250724;	110532;	1753335332.000;	         301
20250724;	110536;	1753335336.000;	         302
20250724;	110540;	1753335340.000;	         303
20250724;	110544;	1753335344.000;	         304
20250724;	110548;	1753335348.000;	         304
20250724;	110552;	1753335352.000;	         305
20250724;	110556;	1753335356.000;	         306
20250724;	110600;	1753335360.000;	         307
20250724;	110604;	1753335364.000;	         308
20250724;	110608;	1753335368.000;	         308
20250724;	110612;	1753335372.000;	         309
20250724;	110616;	1753335376.000;	         310
20250724;	110620;	1753335380.000;	         311
20250724;	110624;	1753335384.000;	         312
20250724;	110628;	1753335388.000;	         312
20250724;	110632;	1753335392.000;	         313
20250724;	110636;	1753335396.000;	         314
20250724;	110640;	1753335400.000;	         315
20250724;	110644;	1753335404.000;	         316
20250724;	110648;	1753335408.000;	         316
20250724;	110652;	1753335412.000;	         317
20250724;	110656;	1753335416.000;	         318
20250724;	110700;	1753335420.000;	         319
20250724;	110704;	1753335424.000;	         320
20250724;	110708;	1753335428.000;	         320
20250724;	110712;	1753335432.000;	         321
20250724;	110716;	1753335436.000;	         322
20250724;	110720;	1753335440.000;	         323
20250724;	110724;	1753335444.000;	         324
20250724;	110728;	1753335448.000;	         324
20250724;	110732;	1753335452.000;	         325
20250724;	110736;	1753335456.000;	         326
20250724;	110740;	1753335460.000;	         327
20250724;	110744;	1753335464.000;	         328
20250724;	110748;	1753335468.000;	         328
20250724;	110752;	1753335472.000;	         329
20250724;	110756;	1753335476.000;	         330
20250724;	110800;	1753335480.000;	         331
20250724;	110804;	1753335484.000;	         332
20250724;	110808;	1753335488.000;	         332
20250724;	110812;	1753335492.000;	         333
20250724;	110816;	1753335496.000;	         334
20250724;	110820;	1753335500.000;	         335
20250724;	110824;	1753335504.000;	         336
20250724;	110828;	1753335508.000;	         336
20250724;	110832;	1753335512.000;	         337
20250724;	110836;	1753335516.000;	         338
20250724;	110840;	1753335520.000;	         339
20250724;	110844;	1753335524.000;	         340
20250724;	110848;	1753335528.000;	         340
20250724;	110852;	1753335532.000;	         341
20250724;	110856;	1753335536.000;	         342
20250724;	110900;	1753335540.000;	         343
20250724;	110904;	1753335544.000;	         344
20250724;	110908;	1753335548.000;	         344
20250724;	110912;	1753335552.000;	         345
20250724;	110916;	1753335556.000;	         346
20250724;	110920;	1753335560.000;	         347
20250724;	110924;	1753335564.000;	         348
20250724;	110928;	1753335568.000;	         348
20250724;	110932;	1753335572.000;	         349
20250724;	110936;	1753335576.000;	         350
20250724;	110940;	1753335580.000;	         351
20250724;	110944;	1753335584.000;	         352
20250724;	110948;	1753335588.000;	         352
20250724;	110952;	1753335592.000;	         353
20250724;	110956;	1753335596.000;	         354
20250724;	111000;	1753335600.000;	         355
20250724;	111004;	1753335604.000;	         356
20250724;	111008;	1753335608.000;	         356
20250724;	111012;	1753335612.000;	         357
20250724;	111016;	1753335616.000;	         358
20250724;	111020;	1753335620.000;	         359
20250724;	111024;	1753335624.000;	         360
20250724;	111028;	1753335628.000;	         360
20250724;	111032;	1753335632.000;	         361
20250724;	111036;	1753335636.000;	         362
20250724;	111040;	1753335640.000;	         363
20250724;	111044;	1753335644.000;	         364
20250724;	111048;	1753335648.000;	         364
20250724;	111052;	1753335652.000;	         365
20250724;	111056;	1753335656.000;	         366
20250724;	111100;	1753335660.000;	         367
20250724;	111104;	1753335664.000;	         368
20250724;	111108;	1753335668.000;	         368
20250724;	111112;	1753335672.000;	         369
20250724;	111116;	1753335676.000;	         370
20250724;	111120;	1753335680.000;	         371
20250724;	111124;	1753335684.000;	         372
20250724;	111128;	1753335688.000;	         372
20250724;	111132;	1753335692.000;	         373
20250724;	111136;	1753335696.000;	         374
20250724;	111140;	1753335700.000;	         375
20250724;	111144;	1753335704.000;	         376
20250724;	111148;	1753335708.000;	         376
20250724;	111152;	1753335712.000;	         377
20250724;	111156;	1753335716.000;	         378
20250724;	111200;	1753335720.000;	         379
20250724;	111204;	1753335724.000;	         380
20250724;	111208;	1753335728.000;	         380
20250724;	111212;	1753335732.000;	         381
20250724;	111216;	1753335736.000;	         382
20250724;	111220;	1753335740.000;	         383
20250724;	111224;	1753335744.000;	         384
20250724;	111228;	1753335748.000;	         384
20250724;	111232;	1753335752.000;	         385
20250724;	111236;	1753335756.000;	         386
20250724;	111240;	1753335760.000;	         387
20250724;	111244;	1753335764.000;	         388
20250724;	111248;	1753335768.000;	         388
20250724;	111252;	1753335772.000;	         389
20250724;	111256;	1753335776.000;	         390
20250724;	111300;	1753335780.000;	         391
20250724;	111304;	1753335784.000;	         392
20250724;	111308;	1753335788.000;	         392
20250724;	111312;	1753335792.000;	         393
20250724;	111316;	1753335796.000;	         394
20250724;	111320;	1753335800.000;	         395
20250724;	111324;	1753335804.000;	         396
20250724;	111328;	1753335808.000;	         396
20250724;	111332;	1753335812.000;	         397
20250724;	111336;	1753335816.000;	         398
20250724;	111340;	1753335820.000;	         399
20250724;	111344;	1753335824.000;	         400
20250724;	111348;	1753335828.000;	         400
20250724;	111352;	1753335832.000;	         401
20250724;	111356;	1753335836.000;	        err9
20250724;	111400;	1753335840.000;	       err17
20250724;	111404;	1753335844.000;	       err17
20250724;	111408;	1753335848.000;	       err17
20250724;	111412;	1753335852.000;	       err17
20250724;	111416;	1753335856.000;	       err17
20250724;	111420;	1753335860.000;	       err17
20250724;	111424;	1753335864.000;	       err17
20250724;	111428;	1753335868.000;	       err17
20250724;	111432;	1753335872.000;	       err17
20250724;	111436;	1753335876.000;	       err32
20250724;	111440;	1753335880.000;	       err32
20250724;	111444;	1753335884.000;	       err32
20250724;	111448;	1753335888.000;	       err32
20250724;	111452;	1753335892.000;	       err32
20250724;	111456;	1753335896.000;	       err32
20250724;	111500;	1753335900.000;	       err32
20250724;	111504;	1753335904.000;	       err32
20250724;	111508;	1753335908.000;	       err32
20250724;	111512;	1753335912.000;	       err32
20250724;	111516;	1753335916.000;	       err32
20250724;	111520;	1753335920.000;	       err32
20250724;	111524;	1753335924.000;	       err32
20250724;	111528;	1753335928.000;	       err32
20250724;	111532;	1753335932.000;	       err32
20250724;	111536;	1753335936.000;	       err32
20250724;	111540;	1753335940.000;	       err32
20250724;	111544;	1753335944.000;	       err32
20250724;	111548;	1753335948.000;	       err32
20250724;	111552;	1753335952.000;	       err32
20250724;	111556;	1753335956.000;	       err32
20250724;	111600;	1753335960.000;	       err32
20250724;	111604;	1753335964.000;	       err32
20250724;	111608;	1753335968.000;	       err32
20250724;	111612;	1753335972.000;	       err32
20250724;	111616;	1753335976.000;	       err32
20250724;	111620;	1753335980.000;	       err32
20250724;	111624;	1753335984.000;	       err32
20250724;	111628;	1753335988.000;	       err32
20250724;	111632;	1753335992.000;	       err32
20250724;	111636;	1753335996.000;	       err32
20250724;	111640;	1753336000.000;	       err32
20250724;	111644;	1753336004.000;	       err32
20250724;	111648;	1753336008.000;	       err32
20250724;	111652;	1753336012.000;	       err32
20250724;	111656;	1753336016.000;	       err32
20250724;	111700;	1753336020.000;	       err32
20250724;	111704;	1753336024.000;	       err32
20250724;	111708;	1753336028.000;	       err32
20250724;	111712;	1753336032.000;	       err32
20250724;	111716;	1753336036.000;	       err32
20250724;	111720;	1753336040.000;	       err32
20250724;	111724;	1753336044.000;	       err32
20250724;	111728;	1753336048.000;	       err32
20250724;	111732;	1753336052.000;	       err32
20250724;	111736;	1753336056.000;	       err32
20250724;	111740;	1753336060.000;	       err32
20250724;	111744;	1753336064.000;	       err32
20250724;	111748;	1753336068.000;	       err32
20250724;	111752;	1753336072.000;	       err32
20250724;	111756;	1753336076.000;	       err32
20250724;	111800;	1753336080.000;	       err32
20250724;	111804;	1753336084.000;	       err32
20250724;	111808;	1753336088.000;	       err32
20250724;	111812;	1753336092.000;	       err32
20250724;	111816;	1753336096.000;	       err32
20250724;	111820;	1753336100.000;	       err32
20250724;	111824;	1753336104.000;	       err32
20250724;	111828;	1753336108.000;	       err32
20250724;	111832;	1753336112.000;	       err32
20250724;	111836;	1753336116.000;	       err32
20250724;	111840;	1753336120.000;	       err32
20250724;	111844;	1753336124.000;	       err32
20250724;	111848;	1753336128.000;	       err32
20250724;	111852;	1753336132.000;	       err32
20250724;	111856;	1753336136.000;	       err32
20250724;	111900;	1753336140.000;	       err32
20250724;	111904;	1753336144.000;	       err32
20250724;	111908;	1753336148.000;	       err32
20250724;	111912;	1753336152.000;	       err32
20250724;	111916;	1753336156.000;	       err32
20250724;	111920;	1753336160.000;	       err32
20250724;	111924;	1753336164.000;	       err32
20250724;	111928;	1753336168.000;	       err32
20250724;	111932;	1753336172.000;	       err32
20250724;	111936;	1753336176.000;	       err32
20250724;	111940;	1753336180.000;	       err32
20250724;	111944;	1753336184.000;	       err32
20250724;	111948;	1753336188.000;	       err32
20250724;	111952;	1753336192.000;	       err32
20250724;	111956;	1753336196.000;	       err32
20250724;	112000;	1753336200.000;	       err32
20250724;	112004;	1753336204.000;	       err32
20250724;	112008;	1753336208.000;	       err32
20250724;	112012;	1753336212.000;	       err32
20250724;	112016;	1753336216.000;	       err32
20250724;	112020;	1753336220.000;	       err32
20250724;	112024;	1753336224.000;	       err32
20250724;	112028;	1753336228.000;	       err32
20250724;	112032;	1753336232.000;	       err32
20250724;	112036;	1753336236.000;	       err32
20250724;	112040;	1753336240.000;	       err32
20250724;	112044;	1753336244.000;	       err32
20250724;	112048;	1753336248.000;	       err32
20250724;	112052;	1753336252.000;	       err32
20250724;	112056;	1753336256.000;	       err32
20250724;	112100;	1753336260.000;	       err32
20250724;	112104;	1753336264.000;	       err32
20250724;	112108;	1753336268.000;	       err32
20250724;	112112;	1753336272.000;	       err32
20250724;	112116;	1753336276.000;	       err32
20250724;	112120;	1753336280.000;	       err32
20250724;	112124;	1753336284.000;	       err32
20250724;	112128;	1753336288.000;	       err32
20250724;	112132;	1753336292.000;	       err32
20250724;	112136;	1753336296.000;	       err32
20250724;	112140;	1753336300.000;	       err32
20250724;	112144;	1753336304.000;	       err32
20250724;	112148;	1753336308.000;	       err32
20250724;	112152;	1753336312.000;	       err32
20250724;	112156;	1753336316.000;	       err32
20250724;	112200;	1753336320.000;	       err32
20250724;	112204;	1753336324.000;	       err32
20250724;	112208;	1753336328.000;	       err32
20250724;	112212;	1753336332.000;	       err32
20250724;	112216;	1753336336.000;	       err32
20250724;	112220;	1753336340.000;	       err32
20250724;	112224;	1753336344.000;	       err32
20250724;	112228;	1753336348.000;	       err32
20250724;	112232;	1753336352.000;	       err32
20250724;	112236;	1753336356.000;	       err32
20250724;	112240;	1753336360.000;	       err32
20250724;	112244;	1753336364.000;	       err32
20250724;	112248;	1753336368.000;	       err32
20250724;	112252;	1753336372.000;	       err32
20250724;	112256;	1753336376.000;	       err32
20250724;	112300;	1753336380.000;	       err32
20250724;	112304;	1753336384.000;	       err32
20250724;	112308;	1753336388.000;	       err32
20250724;	112312;	1753336392.000;	       err32
20250724;	112316;	1753336396.000;	       err32
20250724;	112320;	1753336400.000;	       err32
20250724;	112324;	1753336404.000;	       err32
20250724;	112328;	1753336408.000;	       err32
20250724;	112332;	1753336412.000;	       err32
20250724;	112336;	1753336416.000;	       err32
20250724;	112340;	1753336420.000;	       err32
20250724;	112344;	1753336424.000;	       err32
20250724;	112348;	1753336428.000;	       err32
20250724;	112352;	1753336432.000;	       err32
20250724;	112356;	1753336436.000;	       err32
20250724;	112400;	1753336440.000;	       err32
20250724;	112404;	1753336444.000;	       err32
20250724;	112408;	1753336448.000;	       err32
20250724;	112412;	1753336452.000;	       err32
20250724;	112416;	1753336456.000;	       err32
20250724;	112420;	1753336460.000;	       err32
20250724;	112424;	1753336464.000;	       err32
20250724;	112428;	1753336468.000;	       err32
20250724;	112432;	1753336472.000;	       err32
20250724;	112436;	1753336476.000;	       err32
20250724;	112440;	1753336480.000;	       err32
20250724;	112444;	1753336484.000;	       err32
20250724;	112448;	1753336488.000;	       err32
20250724;	112452;	1753336492.000;	       err32
20250724;	112456;	1753336496.000;	       err32
20250724;	112500;	1753336500.000;	       err32
20250724;	112504;	1753336504.000;	       err32
20250724;	112508;	1753336508.000;	       err32
20250724;	112512;	1753336512.000;	       err32
20250724;	112516;	1753336516.000;	       err32
20250724;	112520;	1753336520.000;	       err32
20250724;	112524;	1753336524.000;	       err32
20250724;	112528;	1753336528.000;	       err32
20250724;	112532;	1753336532.000;	       err32
20250724;	112536;	1753336536.000;	       err32
20250724;	112540;	1753336540.000;	       err32
20250724;	112544;	1753336544.000;	       err32
20250724;	112548;	1753336548.000;	       err32
20250724;	112552;	1753336552.000;	       err32
20250724;	112556;	1753336556.000;	       err32
20250724;	112600;	1753336560.000;	       err32
20250724;	112604;	1753336564.000;	       err32
20250724;	112608;	1753336568.000;	       err32
20250724;	112612;	1753336572.000;	       err32
20250724;	112616;	1753336576.000;	       err32
20250724;	112620;	1753336580.000;	       err32
20250724;	112624;	1753336584.000;	       err32
20250724;	112628;	1753336588.000;	       err32
20250724;	112632;	1753336592.000;	       err32
20250724;	112636;	1753336596.000;	       err32
20250724;	112640;	1753336600.000;	       err32
20250724;	112644;	1753336604.000;	       err32
20250724;	112648;	1753336608.000;	       err32
20250724;	112652;	1753336612.000;	       err32
20250724;	112656;	1753336616.000;	       err32
20250724;	112700;	1753336620.000;	       err32
20250724;	112704;	1753336624.000;	       err32
20250724;	112708;	1753336628.000;	       err32
20250724;	112712;	1753336632.000;	       err32
20250724;	112716;	1753336636.000;	       err32
20250724;	112720;	1753336640.000;	       err32
20250724;	112724;	1753336644.000;	       err32
20250724;	112728;	1753336648.000;	       err32
20250724;	112732;	1753336652.000;	       err32
20250724;	112736;	1753336656.000;	       err32
20250724;	112740;	1753336660.000;	       err32
20250724;	112744;	1753336664.000;	       err32
20250724;	112748;	1753336668.000;	       err32
20250724;	112752;	1753336672.000;	       err32
20250724;	112756;	1753336676.000;	       err32
20250724;	112800;	1753336680.000;	       err32
20250724;	112804;	1753336684.000;	       err32
20250724;	112808;	1753336688.000;	       err32
20250724;	112812;	1753336692.000;	       err32
20250724;	112816;	1753336696.000;	       err32
20250724;	112820;	1753336700.000;	       err32
20250724;	112824;	1753336704.000;	       err32
20250724;	112828;	1753336708.000;	       err32
20250724;	112832;	1753336712.000;	       err32
20250724;	112836;	1753336716.000;	       err32
20250724;	112840;	1753336720.000;	       err32
20250724;	112844;	1753336724.000;	       err32
20250724;	112848;	1753336728.000;	       err32
20250724;	112852;	1753336732.000;	       err32
20250724;	112856;	1753336736.000;	       err32
20250724;	112900;	1753336740.000;	       err32
20250724;	112904;	1753336744.000;	       err32
20250724;	112908;	1753336748.000;	       err32
20250724;	112912;	1753336752.000;	       err32
20250724;	112916;	1753336756.000;	       err32
20250724;	112920;	1753336760.000;	       err32
20250724;	112924;	1753336764.000;	       err32
20250724;	112928;	1753336768.000;	       err32
20250724;	112932;	1753336772.000;	       err32
20250724;	112936;	1753336776.000;	       err32
20250724;	112940;	1753336780.000;	       err32
20250724;	112944;	1753336784.000;	       err32
20250724;	112948;	1753336788.000;	       err32
20250724;	112952;	1753336792.000;	       err32
20250724;	112956;	1753336796.000;	       err32
20250724;	113000;	1753336800.000;	       err32
20250724;	113004;	1753336804.000;	       err32
20250724;	113008;	1753336808.000;	       err32
20250724;	113012;	1753336812.000;	       err32
20250724;	113016;	1753336816.000;	       err32
20250724;	113020;	1753336820.000;	       err32
20250724;	113024;	1753336824.000;	       err32
20250724;	113028;	1753336828.000;	       err32
20250724;	113032;	1753336832.000;	       err32
20250724;	113036;	1753336836.000;	       err32
20250724;	113040;	1753336840.000;	       err32
20250724;	113044;	1753336844.000;	       err32
20250724;	113048;	1753336848.000;	       err32
20250724;	113052;	1753336852.000;	       err32
20250724;	113056;	1753336856.000;	       err32
20250724;	113100;	1753336860.000;	       err32
20250724;	113104;	1753336864.000;	       err32
20250724;	113108;	1753336868.000;	       err32
20250724;	113112;	1753336872.000;	       err32
20250724;	113116;	1753336876.000;	       err32
20250724;	113120;	1753336880.000;	       err32
20250724;	113124;	1753336884.000;	       err32
20250724;	113128;	1753336888.000;	       err32
20250724;	113132;	1753336892.000;	       err32
20250724;	113136;	1753336896.000;	       err32
20250724;	113140;	1753336900.000;	       err32
20250724;	113144;	1753336904.000;	       err32
20250724;	113148;	1753336908.000;	       err32
20250724;	113152;	1753336912.000;	       err32
20250724;	113156;	1753336916.000;	       err32
20250724;	113200;	1753336920.000;	       err32
20250724;	113204;	1753336924.000;	       err32
20250724;	113208;	1753336928.000;	       err32
20250724;	113212;	1753336932.000;	       err32
20250724;	113216;	1753336936.000;	       err32
20250724;	113220;	1753336940.000;	       err32
20250724;	113224;	1753336944.000;	       err32
