#ies_format_version: 1.0
#file: 20250712_4000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 4.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	register1;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
YYYYMMDD;	hhmmss;	unixtimestamp;	register1
20250712;	122632;	1752303392.000;	       err32
20250712;	122636;	1752303396.000;	       err32
20250712;	122640;	1752303400.000;	       err32
20250712;	122644;	1752303404.000;	       err32
20250712;	122648;	1752303408.000;	       err32
20250712;	122652;	1752303412.000;	       err32
20250712;	122656;	1752303416.000;	       err32
20250712;	122700;	1752303420.000;	       err32
20250712;	122704;	1752303424.000;	       err32
20250712;	122708;	1752303428.000;	       err32
20250712;	122712;	1752303432.000;	       err32
20250712;	122716;	1752303436.000;	       err32
20250712;	122720;	1752303440.000;	       err32
20250712;	122724;	1752303444.000;	       err32
20250712;	122728;	1752303448.000;	       err32
20250712;	122732;	1752303452.000;	       err32
20250712;	122736;	1752303456.000;	       err32
20250712;	122740;	1752303460.000;	       err32
20250712;	122744;	1752303464.000;	       err32
20250712;	122748;	1752303468.000;	       err32
20250712;	122752;	1752303472.000;	       err32
20250712;	122756;	1752303476.000;	       err32
20250712;	122800;	1752303480.000;	       err32
20250712;	122804;	1752303484.000;	       err32
20250712;	122808;	1752303488.000;	       err32
20250712;	122812;	1752303492.000;	       err32
20250712;	122816;	1752303496.000;	       err32
20250712;	122820;	1752303500.000;	       err32
20250712;	122824;	1752303504.000;	       err32
20250712;	122828;	1752303508.000;	       err32
20250712;	122832;	1752303512.000;	       err32
20250712;	122836;	1752303516.000;	       err32
20250712;	122840;	1752303520.000;	       err32
20250712;	122844;	1752303524.000;	       err32
20250712;	122848;	1752303528.000;	       err32
20250712;	122852;	1752303532.000;	       err32
20250712;	122856;	1752303536.000;	       err32
20250712;	122900;	1752303540.000;	       err32
20250712;	122904;	1752303544.000;	       err32
20250712;	122908;	1752303548.000;	       err32
20250712;	122912;	1752303552.000;	       err32
20250712;	122916;	1752303556.000;	       err32
20250712;	122920;	1752303560.000;	       err32
20250712;	122924;	1752303564.000;	       err32
20250712;	122928;	1752303568.000;	       err32
20250712;	122932;	1752303572.000;	       err32
20250712;	122936;	1752303576.000;	       err32
20250712;	122940;	1752303580.000;	       err32
20250712;	122944;	1752303584.000;	       err32
20250712;	122948;	1752303588.000;	       err32
20250712;	122952;	1752303592.000;	       err32
20250712;	122956;	1752303596.000;	       err32
20250712;	123000;	1752303600.000;	       err32
20250712;	123004;	1752303604.000;	       err32
20250712;	123008;	1752303608.000;	       err32
20250712;	123012;	1752303612.000;	       err32
20250712;	123016;	1752303616.000;	       err32
20250712;	123020;	1752303620.000;	       err32
20250712;	123024;	1752303624.000;	       err32
20250712;	123028;	1752303628.000;	       err32
20250712;	123032;	1752303632.000;	       err32
20250712;	123036;	1752303636.000;	       err32
20250712;	123040;	1752303640.000;	       err32
20250712;	123044;	1752303644.000;	       err32
20250712;	123048;	1752303648.000;	       err32
20250712;	123052;	1752303652.000;	       err32
20250712;	123056;	1752303656.000;	       err32
20250712;	123100;	1752303660.000;	       err32
20250712;	123104;	1752303664.000;	       err32
20250712;	123108;	1752303668.000;	       err32
20250712;	123112;	1752303672.000;	       err32
20250712;	123116;	1752303676.000;	       err32
20250712;	123120;	1752303680.000;	       err32
20250712;	123124;	1752303684.000;	       err32
20250712;	123128;	1752303688.000;	       err32
20250712;	123132;	1752303692.000;	       err32
20250712;	123136;	1752303696.000;	       err32
20250712;	123140;	1752303700.000;	       err32
20250712;	123144;	1752303704.000;	       err32
20250712;	123148;	1752303708.000;	       err32
20250712;	123152;	1752303712.000;	       err32
20250712;	123156;	1752303716.000;	       err32
20250712;	123200;	1752303720.000;	       err32
20250712;	123204;	1752303724.000;	       err32
20250712;	123208;	1752303728.000;	       err32
20250712;	123212;	1752303732.000;	       err32
20250712;	123216;	1752303736.000;	       err32
20250712;	123220;	1752303740.000;	       err32
20250712;	123224;	1752303744.000;	       err32
20250712;	123228;	1752303748.000;	       err32
20250712;	123232;	1752303752.000;	       err32
20250712;	123236;	1752303756.000;	       err32
20250712;	123240;	1752303760.000;	       err32
20250712;	123244;	1752303764.000;	       err32
20250712;	123248;	1752303768.000;	       err32
20250712;	123252;	1752303772.000;	       err32
20250712;	123256;	1752303776.000;	       err32
20250712;	123300;	1752303780.000;	       err32
20250712;	123304;	1752303784.000;	       err32
20250712;	123308;	1752303788.000;	       err32
20250712;	123312;	1752303792.000;	       err32
20250712;	123316;	1752303796.000;	       err32
20250712;	123320;	1752303800.000;	       err32
20250712;	123324;	1752303804.000;	       err32
20250712;	123328;	1752303808.000;	       err32
20250712;	123332;	1752303812.000;	       err32
20250712;	123336;	1752303816.000;	       err32
20250712;	123340;	1752303820.000;	       err32
20250712;	123344;	1752303824.000;	       err32
20250712;	123348;	1752303828.000;	       err32
20250712;	123352;	1752303832.000;	       err32
20250712;	123356;	1752303836.000;	       err32
20250712;	123400;	1752303840.000;	       err32
20250712;	123404;	1752303844.000;	       err32
20250712;	123408;	1752303848.000;	       err32
20250712;	123412;	1752303852.000;	       err32
20250712;	123416;	1752303856.000;	       err32
20250712;	123420;	1752303860.000;	       err32
20250712;	123424;	1752303864.000;	       err32
20250712;	123428;	1752303868.000;	       err32
20250712;	123432;	1752303872.000;	       err32
20250712;	123436;	1752303876.000;	       err32
20250712;	123440;	1752303880.000;	       err32
20250712;	123444;	1752303884.000;	       err32
20250712;	123448;	1752303888.000;	       err32
20250712;	123452;	1752303892.000;	       err32
20250712;	123456;	1752303896.000;	       err32
20250712;	123500;	1752303900.000;	       err32
20250712;	123504;	1752303904.000;	       err32
20250712;	123508;	1752303908.000;	       err32
20250712;	123512;	1752303912.000;	           0
20250712;	123516;	1752303916.000;	       err17
